POINT_X,POINT_Y,PLA_Real,PLA_Predicho
722093.535287,4367570.59133,2.5766899585723873,2.574591255664825
722016.270475,4367431.82485,2.31496000289917,2.3095064835548422
722495.469416,4368025.5716,2.071820020675659,2.0699978506564998
721930.991745,4367693.72408,2.088299989700317,2.094774419546125
722619.534322,4367648.15044,1.2600500583648682,1.264583836317065
722805.606234,4367139.77963,0.9651759862899775,0.979554277896884
722125.32263,4366376.22154,0.0,0.004010440014302706
723067.6943,4368288.11684,1.3066600561141963,1.3077181191444434
723524.709783,4367595.1701,1.0205899477005,0.9905797488093365
722643.041906,4367262.90569,2.112020015716552,2.074399491310122
722789.359059,4368110.61942,1.5738600492477417,1.5404125478267678
722688.59481,4368364.76861,0.6454179883003234,0.5318432846069328
723392.795739,4368049.62269,0.9751399755477898,0.9931557409763325
722951.60483,4368357.3352,1.1111799478530882,1.1533154548406643
722727.997766,4367447.92225,1.0492399930953973,1.0446214487552594
722325.220947,4368110.1577,1.916800022125244,1.8976132104396763
721838.222111,4367601.17875,1.90021002292633,1.8747336497306908
722620.530664,4366353.57526,0.8221889734268185,0.8355690118074395
722186.135818,4367894.29053,2.179709911346435,2.2331670610904735
723137.996917,4367479.16895,0.9816799759864807,1.0007224218845376
722882.67421,4367509.72292,0.9761199951171867,0.9900187097787874
722992.150705,4366076.51284,1.1106699705123897,1.1165143027305633
721652.796075,4367231.15859,0.4914399981498714,0.47914750427007474
723137.951526,4367533.10631,1.1657500267028804,1.1354465515613554
723277.981497,4366623.97442,2.0831499099731445,2.099200444459907
722101.014382,4367932.73493,8.065349578857422,5.569251855552189
722410.769315,4367501.54543,3.256959915161133,3.1977376074791013
723145.99861,4367163.25055,1.0174299478530877,1.0597182571887944
723617.766919,4367348.70099,0.887679994106292,0.8916616219282134
723525.747702,4366423.87942,1.5087000131607047,1.5183569402694677
722233.496539,4366584.39212,0.525057017803192,0.5185490854382511
722712.087883,4368002.67373,1.5973299741744995,1.5977599925994899
722387.686647,4367332.00455,1.54544997215271,1.5419002015590733
722100.783712,4368256.33208,0.9550480246543878,0.7872356473505487
723433.073057,4366223.40778,1.7129199504852286,1.7167052772045175
722813.226302,4367286.19402,1.5258799791336055,1.4916613013744369
723160.899717,4367841.3378,1.6217800378799436,1.62236413550377
722852.658687,4366346.10128,1.4362100362777708,1.3479690023660664
723470.426741,4367741.50885,1.349519968032837,1.342026861906053
722248.426011,4367339.57676,1.9443900585174554,1.9235367016792255
723354.123634,4368041.87529,1.0301899909973138,1.0190785502195339
723114.120311,4368272.75711,1.3660199642181394,1.3621189899444517
723269.063549,4368003.25826,1.5913399457931514,1.6248819460868804
722921.066784,4367864.19984,1.2492699623107908,1.1710486044883712
723145.408226,4367864.43623,1.6967899799346915,1.7406728901863178
722015.829043,4368063.63722,7.198319911956787,6.1038031079173205
723555.558048,4367703.07788,1.429139971733093,1.3902563235759784
723417.511199,4366323.57639,1.5509300231933592,1.5557514925003084
722751.903726,4366561.77753,1.0458799600601192,1.0413730940818744
723169.603194,4366693.21446,1.5691399574279774,1.5586233513355265
723131.333583,4366192.25823,0.8994349837303157,0.9101520193815202
723122.181031,4367887.52644,1.8624999523162835,1.829044986248012
723471.599508,4366408.40697,1.533660054206848,1.5375132951736468
722085.886111,4367447.29983,2.3739600181579585,2.3390673851966857
723440.260324,4366855.33418,1.3412899971008299,1.383638681054118
723262.53985,4366585.42658,1.9488400220870967,1.949857942104334
723455.774742,4366809.11497,1.5303000211715698,1.5866675808429669
722465.299593,4367000.73752,1.4029899835586543,1.3870465492010096
722519.544186,4366885.20257,0.8454589843749998,0.8479195547103917
722845.049398,4366184.25597,0.9686639904975887,0.967319472193722
722689.255888,4367524.93651,0.962087988853454,1.0039252643585201
723594.675073,4367217.67979,0.9199240207672111,0.9218371523618716
722410.959037,4367247.26649,1.8983199596405025,1.8982285192012762
722402.773766,4367848.26864,1.8704799413681028,1.851828529834743
722233.225563,4366961.98627,1.2349200248718262,1.3502879376411412
723354.533239,4367571.8664,0.8709579706192009,0.8493062742948481
722240.622641,4367432.03425,1.6927000284194944,1.7131983370780839
722333.276204,4367678.6905,1.8973100185394287,1.875506048679356
723432.617511,4366747.44081,1.288030028343201,1.2988048870563496
722233.700404,4366299.25798,0.22969099879264812,0.24354482075572054
722936.871956,4367455.84148,1.0954200029373162,1.1022699209451712
722348.427798,4368110.18017,1.8786699771881095,1.8873206181526176
723369.770444,4367841.56406,1.7714600563049316,1.744811355113986
722131.720039,4368264.06563,1.2159500122070312,1.207178110003469
722504.134259,4366800.42194,0.8075900077819818,0.8032025469541522
722580.442927,4368179.75032,2.1350998878478995,2.1016521222591438
722489.196213,4366083.71676,0.19813300669193254,0.20666557246446543
722836.97613,4366608.10095,1.089130043983459,0.9749114727973947
722920.82107,4368164.68822,1.4820799827575684,1.474286356687548
722403.142275,4367355.1359,1.391510009765625,1.40016806745529
722812.590787,4368079.82427,1.5750000476837156,1.5749018951654425
721861.649233,4367277.57616,1.8898799419403076,1.8853938496112785
721799.69104,4367377.69143,1.7824699878692623,1.8138453680276885
723463.139509,4367232.94486,0.9055500030517573,0.9445258948802967
722000.287634,4368163.78358,0.5359990000724788,0.5504006097316742
722535.227703,4366607.79994,0.7253670096397399,0.7290102612972231
723355.286839,4366701.11973,2.1451900005340567,2.112201535940165
723456.064229,4366477.74773,1.4678000211715698,1.4805179784297935
723123.52587,4366277.02261,1.1937400102615352,1.1939460706710807
722063.306523,4366545.70318,0.2964150011539457,0.29214692801167197
721954.322016,4367516.52647,2.2700800895690914,2.268952244281774
723154.475837,4366277.05518,1.2184000015258787,1.2574806497097073
723084.124919,4367140.06805,1.1762000322341912,1.1777127918601056
723044.648723,4368095.47563,1.3927799463272093,1.417047859907152
723455.443548,4367186.70239,0.730515003204345,0.7689893404245358
722727.851955,4367632.84902,1.0716300010681148,1.0453363176584234
722171.583154,4366607.45277,0.5772629976272577,0.5378256116211411
723176.273442,4367956.92876,1.6526499986648557,1.6590222249031021
721984.864938,4368094.42745,7.4574499130249015,6.947048767566702
723339.067463,4367564.14429,0.928335011005401,0.9869261751174884
723477.792977,4368157.58375,1.4419399499893188,1.341224985241891
722186.595735,4367254.75805,1.9867999553680415,2.1033582649230973
722031.979154,4367092.79677,1.9146000146865836,1.9212125577926649
723478.972147,4366824.55258,1.2895400524139402,1.2913126838207256
722535.105357,4366769.62818,1.4372700452804554,1.5161467541456197
722187.008108,4366676.82235,0.7810479998588556,0.8025388090610531
722983.378365,4367348.01371,1.1785199642181394,1.1679409425258702
721884.549473,4367732.20722,1.9557900428771964,1.9624387676715884
722651.355872,4366515.4395,1.5451200008392334,1.4388315786123338
722317.843859,4367624.73957,2.2085599899291988,2.296203602790839
723029.27348,4367979.88709,1.5876400470733636,1.5884897503852846
723115.475548,4366654.62644,1.0498600006103507,1.053493381142616
722721.068824,4366415.32649,1.1222399473190303,1.1197501000165915
722280.113767,4366314.71456,0.30803701281547513,0.3086126716732973
723602.238543,4367410.32759,0.9603610038757323,0.9483283869028117
723238.463603,4367602.56162,1.3654999732971191,1.3525714383125265
721977.822852,4367092.74729,2.2241599559783936,2.1611548069715654
722628.197305,4366446.05963,0.6062930226325984,0.6782420334815967
722828.834573,4367116.68618,0.9654290080070491,0.9797154483795147
722457.023979,4367717.33605,1.586480021476745,1.5969645478725405
722425.7433,4368164.1881,1.7231299877166748,1.785944738984108
723355.611419,4366323.50925,1.7641799449920645,1.7562137150764385
722952.752417,4366954.99184,0.9219170212745663,0.9180166146755238
721900.095116,4367624.35004,2.1140599250793453,2.101727701425542
723323.207422,4368011.02209,1.1917799711227413,1.3424796730279878
722557.111117,4368341.52295,0.0,0.956590293914081
722604.371297,4367247.45605,1.9310899972915643,1.9626419538259503
722249.169726,4366306.97895,0.2748909890651703,0.2651049430966373
721900.079361,4367647.46542,2.0730600357055664,2.0745845143794943
722921.123358,4367794.85477,1.5808900594711297,1.5068898577690197
723014.419168,4367232.46277,1.0932999849319454,1.095695801258085
722797.900224,4367101.24323,0.9331989884376526,0.9349885501861512
722751.68624,4366839.19751,1.285490036010742,2.366812228679653
722882.443478,4367794.81469,1.5435199737548828,1.4949193575978261
723501.603788,4367479.56418,0.7756140232086177,0.5518891122937205
722658.25696,4367594.25275,1.1699500083923338,1.1684044430255909
721977.605122,4367408.67337,2.230809926986694,2.2242091102600092
722225.593935,4366815.56711,1.1769900321960445,1.1824183971285802
723060.364582,4367802.70573,1.3926700353622428,1.3735673670768718
723254.370504,4367094.01482,0.728823006153106,0.7308128789663337
722751.078678,4367609.75691,1.0046600103378296,1.0146188554763822
723084.584366,4366585.23796,4.0814900398254395,4.029448520183571
722843.831891,4367710.01892,0.9770870208740231,0.9346367873623963
723044.468529,4368311.20592,1.2925599813461297,1.291196330070495
722271.595837,4367393.53674,1.6480699777603143,1.6854196438789302
723208.483123,4366462.06774,1.3276599645614617,1.2866466127634064
722642.206663,4368333.90379,1.6794999837875364,1.688412928104407
723053.869437,4366300.06935,1.1435899734497064,1.1452532896995544
723292.484056,4367756.72386,2.2993099689483634,2.2468939089775195
722689.617124,4367062.60524,0.8393570184707637,1.1979580140113786
723114.178867,4368203.41553,1.3305100202560425,1.3479796559810673
722643.896226,4366153.22806,0.588373005390167,0.5901366314887998
722781.888192,4367779.30131,0.3014389872550959,0.277432806909086
723199.66473,4367741.21339,1.4973499774932855,1.6510501282215133
723539.830455,4367988.14705,1.2165100574493402,1.2164284052848855
722363.852956,4368171.83252,1.8716299533843994,1.871769396066666
722821.361321,4366785.32595,1.4503999948501587,1.7265860391855177
722404.183757,4365944.91323,0.0,0.0006449548536911017
722836.009017,4367817.88198,1.2216700315475455,1.2399310531020153
723108.082664,4366238.47355,1.189880013465881,1.1631556193828598
723183.956799,4368018.57608,1.6290899515151975,1.6238333406448342
723308.155826,4367525.58403,1.1472300291061395,1.1471054040193542
722341.063586,4367609.35154,2.105289936065674,2.1277752001285593
722000.696301,4367578.21075,2.3675498962402344,2.3183996767997717
723485.508019,4368180.70652,1.7501599788665763,1.5459186526536952
722659.371426,4366153.2434,0.6191809773445122,0.620994198918342
722558.116932,4367031.65152,0.9455379843711845,0.9578984085917491
723416.335171,4367672.10256,1.3549000024795528,1.361388991117481
722233.584789,4366461.09215,0.38960498571395796,0.4080670718848684
722419.262005,4366484.38747,0.6366649866104124,0.6487144907712928
723316.548495,4366762.72681,1.6805100440979004,1.6691227424144768
722340.755165,4368025.42058,2.304810047149658,2.119636250734337
722434.180044,4367231.87783,1.77888000011444,1.874786379337312
722735.356268,4367925.64866,1.2619899511337274,1.348804190635686
723385.012551,4368103.54771,1.0154600143432608,1.0012710932493163
723346.984172,4367356.10676,0.9654769897460938,0.9676931200027439
722860.493995,4366222.80475,1.031859993934631,1.0263187811374723
722952.111458,4367740.95141,1.2449799776077264,1.2156328811645498
722774.641467,4367162.8652,1.106709957122802,1.099393569707869
721675.900114,4367392.9929,1.3052300214767454,1.3167739133834817
722473.629342,4366207.00795,0.31246000528335566,0.3396887842863784
723347.913614,4366277.26163,1.8889900445938108,1.87660098433494
722186.68944,4367123.76305,2.1635200977325435,2.0950611448288003
722588.411358,4367879.27118,1.2754399776458736,1.31471686220169
722116.48045,4367940.45426,4.715929985046386,5.230485351085661
722131.703384,4368287.17917,0.5207350254058837,0.920967930525543
723369.998984,4367579.58861,0.8675959706306458,0.8399043185710879
723045.333448,4367271.02312,1.0881899595260618,1.0904299819469438
723037.060586,4367918.25605,1.5081700086593623,1.4910455627441417
723479.505242,4366215.75194,1.5972299575805662,1.63091494870186
722650.981362,4367000.92035,2.6512000560760494,2.4643511047959343
722139.444421,4368279.48199,1.1915199756622312,1.19280976068973
723160.651356,4368134.12293,1.407690048217773,1.3967058939933772
721838.206545,4367624.29418,1.9216599464416504,1.9091321263313232
721822.894866,4367385.41745,1.9663599729537962,1.9744202814102143
722797.212155,4367964.23621,1.5595799684524534,1.5666058199405644
722132.478765,4367200.76855,1.980119943618774,1.9731981019973646
722789.654908,4367740.78386,0.17454700171947446,0.23308323299884787
722147.185399,4368271.78474,1.178159952163696,1.1857867035865746
723370.166702,4367386.95407,0.9717410206794738,0.9771008629798873
722217.436016,4367401.19081,1.6914600133895874,1.7210682413578047
722333.253438,4367709.51088,1.784759998321533,1.7499501700401308
721946.485008,4367662.9178,2.187520027160644,2.182039484977732
722334.298015,4366283.9399,0.3458920121192923,0.32984327259659624
722411.780146,4366137.58897,0.7616059780120848,0.7915876171290893
722860.646627,4366030.13766,0.9181540012359618,0.8499631661176655
723363.163384,4366539.29728,1.6297999620437615,1.6802751095294908
723231.127701,4367132.51863,0.7483329772949215,0.7961916466951333
723307.742529,4368003.30026,1.8052300214767454,1.558447280168537
722758.514705,4367987.31124,1.6431599855422971,1.6060427009984828
723362.724336,4367047.89731,0.9843459725379935,1.098120832681658
722062.930968,4367085.11957,1.9606499671936035,1.9510586919784556
722000.546108,4367793.95318,2.479520082473754,2.4777085223197877
722620.471776,4366430.63924,0.6215860247611995,0.7908951307535136
722124.62761,4367362.57673,2.4076700210571285,2.3788198709487793
723586.841799,4367325.54958,0.9010369777679436,0.8957597590684908
723069.464511,4366153.66018,1.228180050849914,1.2347493776082945
721629.417624,4367493.12135,0.9590799808502192,0.9469946516156205
723022.45965,4366862.59309,1.1281100511550897,1.0949067358970626
722178.30546,4368025.26539,1.8745800256729124,2.017720814466469
722402.698673,4367948.43244,2.052459955215454,2.002907969236376
722573.971844,4366530.77567,0.7549129724502558,0.7763920133113864
723315.658791,4367795.27454,2.1636099815368643,2.119861299276355
721745.511456,4367416.17014,1.6214200258255,1.62154769730568
722225.088803,4367516.77807,2.2617800235748287,2.221938266515735
722674.757677,4366268.8575,0.8342170119285578,0.8341452459096903
723307.575274,4368195.91962,1.3772499561309806,1.3419152562618226
722620.294782,4366661.82686,0.7087439894676203,0.7914957876205415
722364.500248,4367301.16026,1.73644995689392,1.805697993993759
722891.597579,4366030.16919,1.2109600305557247,1.1122964242696773
723300.86994,4367001.59517,0.8481079936027521,0.8823402739763252
723454.736407,4367988.05219,1.2854399681091304,1.3059974601268773
723247.215374,4366408.16411,1.5108699798583982,1.5961441934108715
722186.48524,4367408.86708,1.8709700107574463,1.9380460503101353
722225.759437,4366584.38484,0.5057179927825926,0.4893899619579316
722410.71748,4367570.89277,1.8696600198745725,1.8817193825244887
722595.973958,4368102.71898,1.9857000112533565,1.9848989527225513
722921.73041,4367047.42976,0.9873560070991511,0.9807647124528911
722534.930192,4367000.80555,0.9519810080528255,0.9419770191907884
722558.678123,4366291.86263,0.6334400177001949,0.6286896926164613
722480.307993,4367617.19193,1.5421600341796875,1.5626446337699864
722581.972197,4366183.9937,0.5112379789352413,0.5118067369461069
722140.688958,4366530.36204,0.3233299851417533,0.32911441022157567
723230.562802,4367795.18235,2.42546010017395,2.3747795431613734
723022.705725,4366562.05458,3.225509881973266,1.6597512822747207
723214.847123,4368080.2479,1.7205499410629272,1.6764798710346203
723292.497311,4367741.31361,2.312560081481933,2.2392057914733985
722302.190285,4367871.28632,1.6706199645996087,1.6951197383403838
722650.304358,4367871.62816,0.8632370233535767,0.8549815601110443
723354.076541,4368095.80897,0.953405022621154,0.9812555025815979
722781.555526,4368195.36298,1.5258300304412837,1.5613871428966566
723099.899152,4366777.90802,1.11049997806549,1.1096255135536257
722055.15669,4367139.05205,2.02391004562378,2.0131087622642547
722550.555942,4366800.4674,1.0097899436950681,0.9814796786308263
722456.907476,4367871.43628,1.868029952049256,1.851980951428419
723463.437366,4366893.88959,1.281700015068054,1.2936853742599488
723516.291708,4368357.94736,0.8745880126953122,1.0075612019300457
722309.766759,4368087.02873,1.899369955062866,1.9996431117057865
723500.944855,4368219.24727,1.0701099634170526,1.2148432915210727
722992.113269,4366122.75313,1.136909961700439,1.1912073218822505
722356.059882,4368248.87092,1.9133499860763543,1.9087493445873263
722851.125682,4368257.07153,1.2848399877548216,1.3128506529331196
723469.988774,4368234.62203,1.4437199831008904,1.4454034647941598
722202.783521,4366252.99015,0.18030700087547255,0.17013993724062945
723215.621709,4367171.03051,0.8337100148200983,0.8400717574357978
722697.743372,4366561.72329,1.0285400152206416,1.0285116477012672
722101.532684,4367200.73979,2.1472001075744624,2.167702298879618
722456.755761,4368071.76212,2.5403199195861816,2.5431606357097576
723222.675202,4367972.38846,1.6649199724197385,1.6391796867847397
722039.678232,4367146.74345,2.0289299488067623,2.049170588731766
722256.624817,4366700.00594,1.4624799489974967,1.4025046126842518
721722.388731,4367285.15787,1.0344899892807002,1.0141774951219544
723253.797226,4367764.38709,2.399859905242919,2.3717482228279123
722341.290975,4367301.13798,1.8724299669265738,1.845847410440443
722766.605954,4367540.42536,0.9708669781684868,0.9779023587703681
722844.264706,4367170.64173,1.0605399608612058,1.0460161311626446
723423.459467,4368365.54845,1.6232899427413938,1.6018700003623934
722643.179101,4367085.67603,0.9198169708251948,1.1995648481845842
723346.883957,4367471.68854,1.0678399801254268,1.053263777136803
722535.035396,4366862.09992,0.7890170216560356,0.7827384794950478
722581.079037,4367355.31015,1.9419800043106077,1.8359354224801023
722464.829895,4367624.88198,1.5424300432205196,1.5506416800022045
723068.40861,4367432.86282,0.9285219907760612,0.8716374495625462
722565.753627,4367162.65614,1.3865400552749625,1.367181054472925
723555.716759,4367525.85679,0.9415609836578362,0.9443353675603889
721993.072376,4367416.39288,2.245029926300049,2.2417700071334945
722101.380431,4367416.49281,2.4046499729156494,2.3906402072906427
723215.425459,4367402.19746,0.8760970234870906,0.8897524342536921
722990.422416,4368187.87508,1.388149976730347,1.3565998771786647
722890.795934,4367031.98631,0.9193099737167353,0.9199938919544186
722140.007048,4367493.58215,2.2715699672698966,2.247488345861437
721799.443526,4367747.54074,1.8380700349807735,1.9001385784149187
723237.994669,4368149.61569,1.4520800113677979,1.4517539212703705
723169.699872,4366577.62147,1.6123499870300286,1.6799909720420823
722487.580862,4368225.88591,2.3012800216674805,2.1969198362827274
722411.336736,4366738.68378,1.579579949378967,1.5162559074163364
722673.614638,4367740.66621,0.18729799985885537,0.31230208805203313
722341.353394,4367216.37714,1.9516500234603877,1.9541451120376694
723371.212202,4366177.10073,1.6613399982452388,1.6513921635150866
722333.338828,4367593.93367,2.2208700180053706,2.2254513812065073
723130.182926,4367571.62457,1.1387599706649778,1.1287311925888077
722295.666389,4366206.83799,0.2006089985370631,0.1973898487612598
723463.680313,4366616.46975,1.2436000108718863,1.2453174285888673
723216.084188,4366623.90815,1.8265800476074212,1.7586894552707766
723316.812265,4366454.47732,1.73687994480133,1.7394963636398264
723222.991206,4367602.54501,1.333359956741333,1.3333846573829617
721877.231403,4367115.7733,1.5900499820709224,1.586591571211809
722465.656746,4366522.96371,0.6646460294723504,0.6672156771421437
723231.714626,4366438.97327,1.1879099607467647,1.205279929161074
723145.140814,4368180.3346,1.3675299882888787,1.377379704236984
721907.957445,4367439.43147,2.265919923782348,2.2671825416088174
722038.932725,4368210.04697,0.42123600840568476,0.4354775325059883
722303.348305,4366283.91059,0.36728999018669106,0.3506091722249987
722674.519959,4366577.11259,1.2837500572204583,1.1561032735109316
723022.4217,4366908.82883,0.8742160201072686,0.8978504742383961
722580.329327,4368326.13716,1.5114099979400633,1.6181199009418468
723408.402813,4367895.54165,1.3260999917984009,1.3304967221021673
722101.4457,4367324.02798,2.388509988784789,2.388590053558352
722116.441998,4367994.38802,2.0374999046325675,2.0737662272453274
723502.832716,4366084.76346,1.757779955863952,1.674375396251675
722906.275653,4367024.29641,0.9330199956893918,0.9329680460691446
723268.730704,4368388.49196,1.6090099811553955,1.6017607161998713
723106.780438,4367802.75485,1.5308300256729122,1.5102687878608767
722951.877578,4368026.03495,1.5335400104522698,1.5333492705821974
723160.853989,4367895.27268,1.649809956550598,1.7121257629394468
722426.925058,4366584.57619,0.8072190284729002,0.8117565617561353
722868.016957,4366492.53854,0.7805209755897522,0.8271922738552102
723246.212982,4367587.15943,1.330170035362243,1.3083846988677976
722140.231623,4367177.65903,1.8119800090789793,1.851351120591162
723152.797893,4368272.79851,1.356119990348815,1.3756647560596476
722789.340556,4368133.73355,1.6482900381088248,1.5650725868344266
722357.639428,4366106.71067,0.03428649902343687,0.04779656209191278
722680.877676,4368341.64733,1.3765599727630613,1.373727672994132
722326.0159,4367031.42636,1.9271800518035882,1.9069034380912833
722773.986271,4367987.32699,1.632550001144409,1.6019837596416422
722688.941305,4367925.60163,1.364259958267211,1.325605865478518
722318.5041,4366723.18281,1.1815099716186523,1.1894079477787007
722912.99713,4368272.54491,1.0663100481033316,1.1024140472412083
722727.522737,4368048.91827,1.4827100038528438,1.6665356740951502
721691.418017,4367323.65794,1.086320042610168,1.1889233107566846
722767.78192,4366045.45758,0.6786350011825555,0.6730648180246347
723075.397472,4368326.64777,1.325410008430481,1.326014935016628
722596.581492,4367316.79815,2.3862199783325195,2.368893950462332
723315.632094,4367826.0948,2.1130800247192374,2.1234204044342104
723432.570434,4366801.38343,1.3235100507736202,1.3382658786773676
722944.337601,4367787.17386,1.398280024528503,1.3651317765712732
723022.906994,4366315.45023,1.1470999717712393,1.1458386573791521
723223.024056,4367564.01863,1.2252099514007562,1.2211328692436247
723524.172413,4368196.15916,1.0155600309371942,0.9317573035955403
722016.633886,4366907.8443,1.0131100416183465,0.9822954881191209
722619.192859,4368087.3327,1.847149968147277,1.8348415622711234
723409.613616,4366508.52248,0.4457859992980957,0.5609177082777048
722217.840456,4366838.67765,1.2380900382995594,1.2343588924407958
723029.254292,4368003.00166,1.59332001209259,1.5927822494506816
722557.722429,4367547.92113,1.5572799444198608,1.5535564346313482
722991.731788,4366592.8474,1.2387599945068357,1.19761326515674
722990.75987,4367779.51725,1.2471899986267085,1.2439004032611838
723548.529759,4366909.39559,1.2231899499893186,1.226602245688439
722224.876565,4367809.57285,2.564349889755249,2.49680311584474
722364.243329,4367647.89974,1.882779955863952,1.879566406011585
722341.018021,4367670.99279,1.8768199682235713,1.86553935599328
722225.094319,4367509.07275,2.19717001914978,2.192370653867724
722117.27195,4366823.17195,0.8226829767227173,0.8266259803771965
721985.580725,4367061.93158,1.973649978637695,1.9651469507217354
722775.236268,4366407.67444,1.5594700574874873,1.5072510596513724
722108.941945,4367663.06769,2.444829940795898,2.7724238386154183
723006.270021,4367733.30299,1.179159998893737,1.1826713773012172
722078.204103,4367370.23903,2.5011200904846183,2.458710749864577
723479.350387,4366393.00254,1.6461499929428098,1.6267891342639895
722187.254058,4366330.04046,0.13610500097274697,0.14156910637021003
723479.168247,4366601.07427,1.2458100318908685,1.2746299076080314
722372.80464,4366530.58062,0.778715014457702,0.7762253514528304
722464.818297,4367640.29235,1.5430099964141843,1.548851968050003
722604.347575,4367278.27828,2.186170101165771,2.205089333295815
722131.902394,4368009.81208,1.927309989929199,1.9706080818176188
723394.471554,4366123.17894,1.627200007438659,1.6201278700828659
723416.524431,4367456.35394,0.9816280007362365,0.9869356980323801
723108.04447,4366284.71293,1.1347800493240352,1.152872922420506
723315.912087,4367502.47633,1.1461199522018433,1.1306233127713194
722835.64847,4368264.76015,1.2560700178146353,1.3035371062755534
722696.391172,4368287.73139,1.2607500553131101,1.2369572646617928
723378.464797,4366739.67566,2.178030014038086,2.1990260326862447
721582.867076,4367701.12005,2.1471700668334956,2.059938156247139
721884.727761,4367470.23172,2.2875099182128893,2.2823704042434705
723402.102871,4366246.49395,1.6915099620819092,1.6919029784202573
721930.997056,4367686.01903,2.09741997718811,2.0899373550414975
722820.127717,4368326.38053,1.457389950752258,1.4550052644014357
722356.404266,4367786.58375,1.7539299726486206,1.7480688920021115
722959.638635,4367995.22375,1.5670299530029292,1.5614454617500362
721992.87452,4367701.48576,2.2519500255584717,2.2527658886909494
722558.724641,4366230.2104,0.5503640174865716,0.47252064680866984
721784.146632,4367485.55214,1.9525400400161734,2.0059163708686807
722008.662586,4367246.8875,2.1263999938964835,2.1208208017349275
722837.043419,4366523.33224,0.7322040200233453,0.7563577526807771
723447.645991,4367256.04471,0.973787009716034,0.8592532911300643
723455.199375,4367464.10202,0.9587399959564206,1.0212929527759516
722510.799174,4368210.49959,2.2183799743652335,2.2041046910285993
722209.671958,4367439.71032,1.7275400161743164,1.8143778121471368
722804.960242,4367948.83437,1.526370048522949,1.529071087718008
722796.87175,4368387.99255,0.7385770082473753,0.7852417087121862
723478.802721,4367017.20114,2.2249999046325684,2.2316784774064997
723121.966557,4368141.78623,1.3717000484466553,1.3650862371921588
723130.318763,4367409.81209,1.003190040588378,1.003948467850685
722998.553048,4367710.17951,1.1269999742507935,1.1314528124332415
722418.890633,4366985.28094,1.5980399847030635,1.615648762464526
723262.277939,4366893.67086,1.5346299409866329,1.5254377461671844
723402.156051,4366184.84089,1.6340800523757928,1.6383746304512015
722945.015633,4366954.98382,0.8953800201416007,0.8951918634176241
722951.896541,4368002.92047,1.5651199817657468,1.5602057180404711
723400.592438,4367980.28742,1.192479968070984,1.255278130412099
722791.025271,4366006.94698,0.6826879978179925,0.6828858559131596
722310.907092,4366530.52168,0.7281479835510248,0.7224382437467577
723092.613932,4366230.75075,1.1430200338363645,1.1208902528286033
722332.973677,4368087.05107,1.9271500110626212,1.9410187478065455
722952.287964,4367525.20567,1.0453100204467771,1.2360737640857706
722914.718371,4366145.79372,1.3733500242233274,1.353882163763047
722967.77938,4367502.10585,1.4304000139236441,1.3688443431854227
722906.697118,4366500.28439,0.4056760072708123,0.5618571155071257
722898.700131,4366823.93509,0.7376859784126277,0.738654969692231
723446.754719,4368265.41476,1.4611400365829463,1.464247627496718
723278.256375,4366300.30641,1.3223600387573236,1.305750315427775
