grid_cod,POINT_X,POINT_Y,Value
6909,722404.25147,4365852.43071,11
7246,722396.507981,4365860.13028,4
7247,722404.245816,4365860.13767,11
7248,722411.983652,4365860.14508,11
7249,722419.721567,4365860.15242,11
7584,722396.502336,4365867.83716,11
7585,722404.240164,4365867.84455,11
7586,722411.978069,4365867.85196,11
7587,722419.715898,4365867.85937,11
7588,722427.453729,4365867.86672,11
7589,722435.191636,4365867.87415,11
7590,722442.929466,4365867.88158,11
7921,722388.75887,4365875.53671,4
7922,722396.496689,4365875.5441,11
7923,722404.234511,4365875.55142,11
7924,722411.972408,4365875.55883,11
7925,722419.710229,4365875.56625,11
7926,722427.448051,4365875.57367,11
7927,722435.185952,4365875.58102,11
7928,722442.923775,4365875.58846,11
7929,722450.661675,4365875.5959,11
7930,722458.399499,4365875.60335,11
7931,722466.137323,4365875.61081,11
8259,722388.753231,4365883.24358,11
8260,722396.491043,4365883.25097,11
8261,722404.228933,4365883.25837,11
8262,722411.966745,4365883.26577,11
8263,722419.704561,4365883.27311,11
8264,722427.442452,4365883.28053,11
8265,722435.180266,4365883.28796,11
8266,722442.918081,4365883.2954,11
8267,722450.655976,4365883.30277,11
8268,722458.393792,4365883.31022,11
8269,722466.131608,4365883.31768,11
8270,722473.869502,4365883.32515,11
8271,722481.60732,4365883.33263,11
8272,722489.345215,4365883.34011,11
8596,722381.00971,4365890.94312,11
8597,722388.747591,4365890.95051,11
8598,722396.485397,4365890.95782,11
8599,722404.223279,4365890.96522,11
8600,722411.961084,4365890.97263,11
8601,722419.698967,4365890.98005,11
8602,722427.436773,4365890.98747,11
8603,722435.174581,4365890.99482,11
8604,722442.912466,4365891.00226,11
8605,722450.650274,4365891.00971,11
8606,722458.388082,4365891.01716,11
8607,722466.12597,4365891.02454,11
8608,722473.863779,4365891.03201,11
8609,722481.601589,4365891.03949,11
8610,722489.339477,4365891.04697,11
8611,722497.077288,4365891.05447,11
8612,722504.815177,4365891.06197,11
8613,722512.552991,4365891.0694,1
8934,722381.004156,4365898.64997,7
8935,722388.741952,4365898.65735,11
8936,722396.479825,4365898.66475,11
8937,722404.217624,4365898.67207,11
8938,722411.955422,4365898.67948,11
8939,722419.693297,4365898.6869,11
8940,722427.431095,4365898.69432,11
8941,722435.168894,4365898.70175,11
8942,722442.906773,4365898.70911,11
8943,722450.644573,4365898.71656,11
8944,722458.382451,4365898.72401,11
8945,722466.120252,4365898.73147,11
8946,722473.858054,4365898.73894,11
8947,722481.595935,4365898.74634,11
8948,722489.333738,4365898.75383,11
8949,722497.071541,4365898.76132,11
8950,722504.809422,4365898.76882,11
8951,722512.547227,4365898.77633,11
8952,722520.285034,4365898.78377,11
8953,722528.022916,4365898.79129,11
8954,722535.760722,4365898.79882,1
9271,722373.260734,4365906.34951,4
9272,722380.998522,4365906.35689,8
9273,722388.736312,4365906.36419,8
9274,722396.474178,4365906.37159,7
9275,722404.211967,4365906.37899,11
9276,722411.949834,4365906.3864,11
9277,722419.687624,4365906.39381,11
9278,722427.425417,4365906.40116,11
9279,722435.163286,4365906.40859,11
9280,722442.901078,4365906.41603,11
9281,722450.63887,4365906.42348,11
9282,722458.376742,4365906.43086,11
9283,722466.114536,4365906.43832,11
9284,722473.852407,4365906.44579,11
9285,722481.590202,4365906.45327,11
9286,722489.327997,4365906.46075,11
9287,722497.065872,4365906.46817,11
9288,722504.803668,4365906.47567,11
9289,722512.541464,4365906.48318,11
9290,722520.279339,4365906.49069,11
9291,722528.017136,4365906.49822,11
9292,722535.754937,4365906.50567,11
9293,722543.492813,4365906.51321,11
9294,722551.230612,4365906.52076,11
9295,722558.968489,4365906.52832,1
9609,722373.255109,4365914.05634,7
9610,722380.992889,4365914.06372,8
9611,722388.730747,4365914.07111,8
9612,722396.468528,4365914.0785,7
9613,722404.206312,4365914.08582,7
9614,722411.944171,4365914.09323,7
9615,722419.681953,4365914.10065,8
9616,722427.419814,4365914.10807,11
9617,722435.157597,4365914.11551,11
9618,722442.895384,4365914.12287,11
9619,722450.633246,4365914.13032,11
9620,722458.371031,4365914.13777,11
9621,722466.108817,4365914.14523,11
9622,722473.846683,4365914.15263,11
9623,722481.584469,4365914.16011,11
9624,722489.322334,4365914.16759,11
9625,722497.060122,4365914.17509,11
9626,722504.79791,4365914.18259,11
9627,722512.535701,4365914.19002,11
9628,722520.273568,4365914.19754,11
9629,722528.011358,4365914.20506,11
9630,722535.749226,4365914.21259,11
9631,722543.487017,4365914.22013,11
9632,722551.224811,4365914.2276,11
9633,722558.96268,4365914.23516,11
9634,722566.700473,4365914.24272,11
9635,722574.438344,4365914.25029,1
9946,722365.51171,4365921.75587,4
9947,722373.249482,4365921.76324,8
9948,722380.987256,4365921.77054,8
9949,722388.725106,4365921.77793,8
9950,722396.46288,4365921.78532,8
9951,722404.200731,4365921.79273,8
9952,722411.938505,4365921.80014,8
9953,722419.676282,4365921.80747,8
9954,722427.414135,4365921.8149,11
9955,722435.151911,4365921.82233,11
9956,722442.889687,4365921.82977,11
9957,722450.627544,4365921.83714,11
9958,722458.365321,4365921.8446,11
9959,722466.103177,4365921.85206,11
9960,722473.840955,4365921.85954,11
9961,722481.578734,4365921.86701,11
9962,722489.316594,4365921.87442,11
9963,722497.054374,4365921.88192,11
9964,722504.792155,4365921.88942,11
9965,722512.530013,4365921.89693,11
9966,722520.267795,4365921.90445,11
9967,722528.005579,4365921.91189,11
9968,722535.74344,4365921.91943,11
9969,722543.481223,4365921.92697,11
9970,722551.219084,4365921.93452,11
9971,722558.956871,4365921.94199,11
9972,722566.694656,4365921.94956,11
9973,722574.432519,4365921.95713,11
9974,722582.170305,4365921.96471,11
9975,722589.908169,4365921.9723,11
9976,722597.645958,4365921.97981,11
10284,722365.506092,4365929.46269,7
10285,722373.243856,4365929.47006,8
10286,722380.981698,4365929.47744,8
10287,722388.719463,4365929.48482,8
10288,722396.457231,4365929.49214,8
10289,722404.195074,4365929.49954,8
10290,722411.932841,4365929.50695,8
10291,722419.670685,4365929.51437,8
10292,722427.408455,4365929.52172,11
10293,722435.146223,4365929.52915,11
10294,722442.88407,4365929.5366,11
10295,722450.621839,4365929.54404,11
10296,722458.359609,4365929.5515,11
10297,722466.097459,4365929.55889,11
10298,722473.83523,4365929.56636,11
10299,722481.573078,4365929.57384,11
10300,722489.31085,4365929.58132,11
10301,722497.048623,4365929.58882,11
10302,722504.786476,4365929.59625,11
10303,722512.524249,4365929.60376,11
10304,722520.262023,4365929.61127,11
10305,722527.999875,4365929.6188,11
10306,722535.737651,4365929.62633,11
10307,722543.475428,4365929.63379,11
10308,722551.213282,4365929.64135,11
10309,722558.951059,4365929.6489,11
10310,722566.688914,4365929.65647,11
10311,722574.426694,4365929.66396,11
10312,722582.164472,4365929.67154,11
10313,722589.902328,4365929.67913,11
10314,722597.640108,4365929.68672,11
10315,722605.377965,4365929.69433,11
10621,722357.762715,4365937.16221,4
10622,722365.500471,4365937.16957,8
10623,722373.238229,4365937.17687,8
10624,722380.976064,4365937.18425,8
10625,722388.713821,4365937.19163,8
10626,722396.451656,4365937.19903,8
10627,722404.189417,4365937.20635,8
10628,722411.927176,4365937.21376,8
10629,722419.665013,4365937.22118,11
10630,722427.402773,4365937.22861,11
10631,722435.140611,4365937.23604,11
10632,722442.878374,4365937.24341,11
10633,722450.616136,4365937.25086,11
10634,722458.353975,4365937.25831,11
10635,722466.091738,4365937.26578,11
10636,722473.829501,4365937.27325,11
10637,722481.567345,4365937.28065,11
10638,722489.305109,4365937.28814,11
10639,722497.042874,4365937.29564,11
10640,722504.780717,4365937.30314,11
10641,722512.518483,4365937.31065,11
10642,722520.256251,4365937.31809,11
10643,722527.994096,4365937.32562,11
10644,722535.731863,4365937.33315,11
10645,722543.469708,4365937.34069,11
10646,722551.207479,4365937.34817,11
10647,722558.945248,4365937.35572,11
10648,722566.683095,4365937.36329,11
10649,722574.420866,4365937.37086,11
10650,722582.158714,4365937.37844,11
10651,722589.896487,4365937.38595,11
10652,722597.634259,4365937.39355,11
10653,722605.372109,4365937.40115,11
10959,722357.757104,4365944.86901,4
10960,722365.494852,4365944.87637,8
10961,722373.232678,4365944.88375,8
10962,722380.970429,4365944.89105,8
10963,722388.708256,4365944.89844,8
10964,722396.446006,4365944.90583,8
10965,722404.183757,4365944.91323,8
10966,722411.921586,4365944.92065,8
10967,722419.65934,4365944.92799,11
10968,722427.397092,4365944.93541,11
10969,722435.134923,4365944.94285,11
10970,722442.872676,4365944.95029,11
10971,722450.61043,4365944.95774,11
10972,722458.348264,4365944.96512,11
10973,722466.086019,4365944.97259,11
10974,722473.823852,4365944.98006,11
10975,722481.561608,4365944.98754,11
10976,722489.299365,4365944.99503,11
10977,722497.037202,4365945.00245,11
10978,722504.774959,4365945.00995,11
10979,722512.512718,4365945.01746,11
10980,722520.250554,4365945.02498,11
10981,722527.988315,4365945.03243,11
10982,722535.726075,4365945.03996,11
10983,722543.463913,4365945.04751,11
10984,722551.201674,4365945.05506,11
10985,722558.939515,4365945.06254,11
10986,722566.677277,4365945.0701,11
10987,722574.415039,4365945.07767,11
10988,722582.15288,4365945.08526,11
10989,722589.890643,4365945.09284,11
10990,722597.628485,4365945.10044,11
10991,722605.366252,4365945.10797,11
11297,722357.751491,4365952.5758,7
11298,722365.489309,4365952.58317,8
11299,722373.22705,4365952.59054,8
11300,722380.964792,4365952.59792,8
11301,722388.702613,4365952.60523,8
11302,722396.440356,4365952.61263,8
11303,722404.178099,4365952.62003,8
11304,722411.91592,4365952.62744,8
11305,722419.653664,4365952.63486,11
11306,722427.391486,4365952.64229,11
11307,722435.129234,4365952.64965,11
11308,722442.866979,4365952.65709,11
